Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	W_Context	W_Freq	W_LMI	Avrg_Cosine
Schädel	33	3.85	1.64	24	4.38	2.89	24	9.50	1.35	7	3	33499	Knochen	416	2325.28069724845	Skelett	153	926.773473319598	Feind	91	319.063017963855	Loch	93	313.50818305767	Gehirn	84	295.998896659937	Axt	50	256.155950742479	Hirn	53	230.813231599926	Verletzung	76	220.808985909672	Untersuchung	78	174.649810818853	Kopf	87	159.427265083409	0.8852180991258491
Position	25	5.76	1.59	36	3.50	2.97	26	5.27	2.97	8	1	833962	Partei	1683	2917.18853524496	Größe	1556	2885.96423939344	Besetzung	711	1934.7081479929	Markt	1159	1319.80333065779	Unternehmen	1575	1033.4730594772	Position	814	1032.61846332373	Perspektive	542	768.697898351014	Objekt	584	765.227242627535	Meter	792	740.664324612726	Ball	586	706.025361690872	0.9512885404081859
Produktivität	24	5.96	2.29	20	3.95	2.74	20	4.20	2.19	13	1	58115	Qualität	1058	4090.17845495657	Erhöhung	694	3651.58616041792	Unternehmen	847	2350.50805634244	Flexibilität	435	2285.03066414483	Arbeit	698	1715.94216510055	Verbesserung	398	1519.35939633063	Wachstum	275	1056.08316128299	Innovation	208	808.820475577471	Wirtschaft	197	516.191276117311	Zuverlässigkeit	113	499.437137703926	0.9599064662029498
Manöver	24	4.25	1.73	26	6.23	2.32	22	5.23	2.69	7	2	39095	Übung	162	536.675531189234	Manöver	46	206.906559941034	Trick	64	204.542494479255	Segel	29	109.809223133941	Soldat	46	91.1455872349716	Gegner	53	78.5489359718429	Rahmen	66	75.4502715582333	Truppe	36	73.1633017364007	Schiff	42	67.9515217957144	Armee	31	63.2216435187161	0.9781850983697968
Sammlung	29	5.52	1.24	17	2.18	2.70	23	5.35	1.97	8	1	353475	Museum	4196	17140.8151728311	Kunst	2338	7136.75087242193	Werk	1909	4642.08027495642	Gedicht	896	2928.10769645468	Gemälde	660	2618.17210136621	Geschichte	1600	2490.30829852402	Archiv	709	2357.74168886243	Datum	1314	2262.48865290224	Information	1437	2081.03437371494	Aufsatz	564	2078.47826142986	0.9506188930312218
Optik	24	6.29	1.88	22	3.05	2.34	21	4.33	2.94	5	1	161316	Akustik	470	2786.27206820272	Verarbeitung	576	2346.32889773701	Qualität	689	1665.33766621291	Elektronik	365	1579.87232974492	Sache	591	906.406125035986	Technik	396	837.228975603316	Funktion	371	716.747506435271	Bereich	512	604.049020779982	Ausstattung	191	508.432283952581	Film	346	361.470779757123	0.963231357002843
Umsatz	28	6.29	1.98	26	4.42	2.80	20	5.00	3.15	6	4	283239	Unternehmen	2619	5949.70029730559	Ertrag	1205	5664.95869321566	Höhe	1928	5054.59216829403	Jahr	4161	3557.02180804997	Ergebnis	1225	3125.1491134601	Hälfte	975	2612.23313877427	Kunde	1188	2209.22073669947	Anteil	817	2102.29066678409	Vergleich	906	2064.146830679	Konzern	614	2025.52655116613	0.9085133251867582
Maßnahme	25	4.12	1.86	16	3.69	3.11	19	4.37	2.97	8	1	1080853	Verbesserung	7238	26200.1586438706	Schutz	6985	21947.3116150688	Förderung	5138	15786.1550369384	Ziel	5859	11330.8001941969	Rahmen	4505	8811.88752929039	Bekämpfung	2219	8710.82412698425	Projekt	4593	7389.35526733719	Vermeidung	1855	7295.17419193204	Sicherung	1817	5586.87463812533	Strategie	1922	4880.8662980244	0.965564437417064
Trainer	22	5.27	1.75	13	3.00	3.16	20	7.90	1.55	7	3	715882	Mannschaft	18135	73655.6968363281	Truppe	1559	4467.68429785769	Anweisung	975	3210.7250430374	Dozent	697	2332.38833081169	Saison	1251	2164.84895393805	Vorstand	988	2090.32031709948	Lehrer	1088	1949.16360194773	Fazit	700	1917.90163874529	Vertrauen	833	1752.54078659854	Ausbildung	1062	1606.47421164859	0.7995361564827489
Kopftuch	36	3.72	2.17	19	4.95	3.54	28	9.14	1.96	8	2	38859	Frau	2545	9384.49482312754	Unterricht	375	1586.92951033194	Schleier	219	1356.96867496714	Mädchen	302	1014.12165766267	Verbot	183	784.929794144536	Symbol	179	695.131748960804	Schürze	72	429.186525307207	Kreuz	114	394.382595973694	Mantel	78	342.629784105667	Mütze	63	290.527734014242	0.8954498462624452
Ruder	27	5.41	1.89	28	2.25	2.63	21	9.19	1.97	5	3	48775	Segel	158	850.338518504114	Schwert	144	590.671593207038	Schiff	140	381.070395907839	Club	113	336.949882455859	Mann	202	286.115846547099	Boot	99	283.447700412252	Propeller	42	225.17379188359	Kanu	45	222.553182450267	Generation	77	162.199668476182	Regierung	85	155.605408423944	0.9236154610223505
Hoffnung	16	7.50	2.63	26	6.19	2.79	27	4.56	3.03	8	4	718330	Liebe	5787	18243.7553606357	Zuversicht	2599	14666.3433430922	Erwartung	3275	12748.2898097499	Angst	4316	12672.6102475994	Wunsch	4086	11983.804479538	Ausdruck	3442	11792.3023478806	Prinzip	3342	11296.2414160319	Traum	2845	9409.84387281326	Zeichen	3027	9363.37390291061	Besserung	2128	9269.45319129153	0.8883786199541037
Schotter	26	4.92	2.02	25	2.72	2.65	17	7.59	2.15	8	3	18698	Sand	723	4380.43964301708	Kies	247	1819.55673692026	Stein	233	947.369819984865	Schlamm	78	445.15827041656	Untergrund	79	367.245416486403	Schnee	86	323.693738605815	Wiese	72	269.724803010854	Schotter	44	258.259213409619	Straße	97	210.915639051438	Gras	49	202.299778507592	0.9475518118947969
Kupplung	28	4.71	1.84	18	3.11	3.20	17	7.29	1.83	8	3	68549	Stecker	242	1213.78072963394	Motor	334	1075.87202946701	Gang	217	655.369105182545	Puffer	91	472.598025930723	Kupplung	102	442.421062280168	Anhänger	64	161.102850430646	Pedal	36	147.660859738816	Austausch	61	129.20286547885	Glocke	40	128.210796334564	Wagen	65	125.606958810277	0.9393725373123619
Versorger	26	5.19	2.25	26	3.38	2.76	26	5.38	2.59	9	1	22222	Strom	192	724.887158831628	Tarif	93	387.510200961849	Preis	147	348.672120735541	Wechsel	88	310.029508745258	Energie	110	277.095122623867	Kunde	126	272.319527341667	Familie	92	159.480499562329	Aktie	43	137.921656287727	Rolle	59	103.432026469226	Versorger	18	85.7132596647117	0.9415562834571413
Druck	27	2.59	2.12	20	6.20	2.89	19	6.47	3.06	5	2	844034	Medium	2918	6317.27862435895	Gegner	2216	4700.91510046726	Verlag	1759	4217.36251044424	Öffentlichkeit	1712	4004.99308689619	Papier	1508	3548.74498986005	Regierung	1663	3010.76657131927	Taste	765	2751.87654456469	Handschrift	656	2324.07923983236	Zug	1323	2089.3270950963	Gastgeber	753	1786.46579903389	0.9069231324300541
Ausrottung	40	1.73	2.68	31	6.13	3.70	22	5.91	2.89	10	2	12393	Rand	460	2556.0186544873	Volk	172	676.41282253748	Vernichtung	92	529.828042815707	Tier	156	492.219969607637	Krankheit	100	352.445519177858	Wal	36	209.796008967774	Wolf	42	195.397251975577	Rasse	48	192.79942567161	Armut	46	186.314694560474	Unterdrückung	33	157.257623867386	0.9319506023688406
Protest	37	4.95	2.21	26	6.42	2.02	29	6.72	2.36	7	2	270252	Widerstand	1759	6758.12299086772	Form	1796	3474.87726638804	Streik	721	3224.08642840164	Bevölkerung	1084	2914.59738953562	Ausdruck	920	2637.7820158841	Zeichen	765	1895.99073309908	Welle	540	1597.44958850334	Aktion	765	1567.72166944263	Beginn	683	1216.43201641911	Opposition	363	1210.24427065688	0.960424490577056
Staffel	16	6.00	1.93	24	2.08	2.10	19	5.53	2.70	7	1	279367	Folge	2772	8071.35001138572	Serie	2266	7979.96494010505	Staffel	1256	4959.57932709476	Episode	750	3005.33469231736	Anfang	662	841.887991979123	Hälfte	374	649.713631723844	Lauf	350	612.250670146845	Meter	420	598.113750896987	Start	313	516.793688973108	Beginn	397	509.089936714196	0.928077640303108
Penetration	18	3.50	2.04	25	6.60	2.97	22	6.55	2.91	11	2	4117	Test	61	264.589329426424	Orgasmus	31	208.585325813206	Sex	36	168.56478387341	Vergewaltigung	18	99.7316573236283	Korb	19	99.6423905477497	Akt	16	75.8920954529571	Angst	20	51.376393172499	Haut	10	25.1557573863165	Kunst	11	24.4113651559949	Frau	19	18.9959871097276	0.9160030993156708
Gen	24	5.38	1.44	26	3.08	2.62	21	5.76	3.66	3	1	136218	Aktivität	709	2333.4148686445	Funktion	611	1587.89989660098	Gift	271	1160.38297293046	Veränderung	412	1020.26370457114	Patent	208	854.551901900231	Variante	311	846.435363323683	Einfluss	311	703.80010209371	Umwelt	267	688.733072675741	Zusammenspiel	184	665.82237970939	Rolle	346	607.84991933664	0.9695066481843246
Quark	23	5.91	1.35	30	1.47	1.78	23	8.48	2.66	5	3	49000	Käse	1146	7427.51841583184	Joghurt	824	7023.68800947092	Milch	660	3504.98049079771	Kartoffel	430	2308.34310761861	Ei	441	2063.02486397756	Sahne	338	1990.54860650032	Butter	347	1833.72566580059	Zucker	304	1434.8753848161	Honig	213	1143.95101131499	Obst	230	1050.84701931225	0.9192241288301389
Aktivität	24	7.42	1.95	24	5.25	2.57	21	4.95	2.56	9	4	611083	Bereich	3922	6942.07455762565	Projekt	3213	6053.37186719052	Veranstaltung	2319	4883.7243815992	Rahmen	2341	4527.34780439375	Angebot	2221	3741.14921220932	Ausflug	1046	3060.57261732602	Initiative	1147	2742.83221740393	Gehirn	938	2688.15070755222	Zentrum	1195	2582.71336443546	Gen	709	2333.4148686445	0.9233973685328534
Aufwand	20	3.85	2.01	16	4.69	2.57	19	3.84	2.36	7	1	379045	Kosten	3424	9920.78089689241	Ertrag	1736	8154.50778402014	Nutzen	1975	8073.85878968648	Verhältnis	1609	4169.12659925913	Zeit	3537	3385.78761972522	Geld	1190	1438.57320166629	Minimum	352	1268.40505553472	Relation	251	843.115983649079	Ärger	266	698.097272531638	Risiko	380	511.589644588002	0.8905195395652525
Amt	26	2.96	1.61	15	2.60	2.87	22	6.64	2.54	3	1	604846	Behörde	4777	18207.102607585	Präsident	3819	13292.894566658	Ausübung	1928	9215.30601051846	Leiter	2524	8722.96127535449	Gemeinde	2771	6576.07848868105	Jahr	8137	6225.1141761442	Nachfolger	1551	5381.59833389143	Statistik	1463	5097.57115055946	Umwelt	1636	4665.2292091773	Verfügung	2067	4182.14843266226	0.9417307093320926
Misserfolg	36	2.22	2.26	17	5.53	2.65	21	4.19	2.52	10	2	48315	Enttäuschung	228	1112.68488213056	Unternehmen	348	702.314781824217	Niederlage	169	579.255412749115	Angst	224	566.900159555398	Fehler	209	517.007168022346	Frustration	86	464.933453756265	Ursache	162	457.545820657768	Furcht	97	418.054645314609	Misserfolg	82	386.785240954314	Projekt	187	306.403902371945	0.9292316196272893
Koralle	22	5.86	2.66	16	2.75	2.86	20	8.30	2.96	7	3	24759	Fisch	742	3936.00122132208	Schwamm	351	2629.49797553283	Alge	151	896.091450677796	Meer	194	759.852335667321	Schnecke	102	554.678102898115	Wachstum	127	492.296487576669	Stein	134	442.370187636458	Farbe	132	343.608815887301	Koralle	58	331.921738222799	Becken	61	214.479702735476	0.9492165684630602
Ausstellung	14	5.71	1.94	31	2.81	2.20	22	7.41	2.42	11	3	698373	Eröffnung	7228	36703.4736931223	Museum	6053	23444.7369168863	Katalog	4714	22692.6327998077	Rahmen	6396	18466.7011281585	Konzert	4030	13569.8411560983	Veranstaltung	4066	10635.3525344782	Vortrag	3204	10167.8184972213	Thema	5607	9496.57209707649	Kunst	3236	9058.62492585048	Werk	3617	9015.4819649986	0.9117969342113327
Instabilität	27	2.96	2.85	31	4.97	2.94	14	4.14	2.66	12	2	18402	Stabilität	152	792.815806487275	Unsicherheit	136	695.102701469538	Gelenk	97	489.671894064169	Phase	126	472.398285079354	System	137	344.438730612901	Gewalt	82	239.683232030652	Knie	57	236.960530774649	Land	135	225.204790703741	Konflikt	66	206.79586909305	Chaos	52	204.09436928218	0.9012024219463427
Verfassung	15	6.87	2.10	16	4.75	2.57	23	4.65	2.31	10	4	219289	Land	2525	5439.99082960944	Gesetz	1355	3912.17462482453	Änderung	1192	3746.90470299104	Grundrecht	781	3602.12167419309	Kraft	1348	3426.4086261345	Recht	1112	2702.07734618988	Staat	804	1654.5371162586	Schutz	658	1647.27910782137	Grundsatz	473	1513.57145251686	Republik	433	1335.73425439283	0.9412456735606304
Decke	18	6.61	2.09	20	2.05	2.19	18	8.67	1.61	5	3	180780	Wand	3943	19132.7838246924	Boden	1868	6397.25666376659	Kissen	605	3229.90299862023	Fußboden	367	1842.12894631403	Raum	446	688.361722525667	Höhle	172	516.786318514874	Dach	214	492.714899069356	Bett	219	474.134475090762	Zimmer	229	423.196068726572	Erdgeschoss	108	373.390545474048	0.8996421732542424
Trugschluss	23	3.52	2.39	22	3.41	2.89	24	3.96	2.85	11	1	10538	Irrtum	22	102.666681575637	Sicht	13	20.7782578151762	Wahrheit	10	20.1243042464488	Fehler	12	18.2021999479439	Fall	11	2.38099442091126	Mensch	14	-4.91496595047261	NA	0	0	NA	0	0	NA	0	0	NA	0	0	0.0
Scham	23	2.78	1.88	26	6.04	2.76	24	5.08	3.08	5	2	37526	Angst	1650	7967.26469670443	Schuld	1345	7723.73278099905	Gefühl	680	2656.68480970267	Boden	361	1199.44226195992	Stolz	175	895.316719365476	Furcht	170	879.220557912958	Zorn	112	540.124031660794	Unsicherheit	114	490.228947958127	Unwissenheit	64	314.222989721314	Ärger	79	303.762707230895	0.8871402385665462
Tortur	21	1.29	1.52	20	6.60	2.37	22	5.55	2.54	6	2	11387	Qual	21	96.9865187897061	Wahnsinn	13	48.0417845707907	Geständnis	10	47.883649930978	Abschaffung	12	46.1755957395761	Tier	27	43.7919585021539	Mensch	54	38.0091170438962	Folge	24	36.3989188729859	Grad	15	33.116835729915	Anwendung	17	30.541140845712	Gefängnis	10	29.2095857774374	0.8556377679582704
Belegung	22	3.91	1.51	28	2.21	2.54	17	3.00	2.35	8	1	27005	Stecker	140	754.186661807515	Kurs	177	604.806151351543	Zimmer	158	527.318125014339	Platz	186	379.809052008431	Wohnung	127	350.998401760953	Kabel	98	343.187876747642	Person	143	277.362051848577	Haus	165	266.572861909111	Seminar	58	157.512405968813	Kanal	48	147.58861393277	0.9163590121916891
Abbild	27	5.44	1.69	31	3.65	2.60	18	5.94	3.02	6	1	43331	Wirklichkeit	909	4607.71786556327	Gott	1221	4256.93772793428	Realität	803	3945.9518010678	Gesellschaft	459	1380.19711752002	Mensch	588	948.843544831355	Welt	413	878.897727907565	Natur	213	575.763643372277	Kosmos	98	496.19868180051	Bild	285	436.17994139054	Abbild	86	431.702556177235	0.9534090121159231
Benachteiligung	23	2.13	2.53	33	5.30	2.63	24	3.83	2.53	15	2	44147	Frau	2418	8112.47970120122	Abbau	369	1904.45175366224	Mensch	782	1356.0581666104	Verbot	264	1154.8678683102	Schutz	314	1015.39126748462	Mädchen	319	998.975781670504	Kunde	374	909.384497128947	Kind	554	886.257560367999	Unterdrückung	173	865.034666525395	Armut	169	664.104187255006	0.9133739741413537
Wahn	29	3.07	3.06	16	8.25	2.11	23	5.35	3.27	4	2	30955	Wirklichkeit	558	2806.26086549348	Wahn	88	522.636269332206	Sinn	191	468.309422786912	Realität	114	388.738501588883	Hass	87	377.046838019742	Wahrheit	96	283.14271827277	Rebellion	48	265.162559653167	Traum	88	260.509819425526	Täuschung	52	251.023960712945	Genie	37	173.733962664128	0.8866819504015041
Grundrecht	24	6.04	2.80	29	4.21	2.78	27	5.30	3.56	10	4	105317	Verletzung	2353	11798.2907234624	Demokratie	1942	9464.10424013489	Einschränkung	1492	7637.11973889936	Schutz	1627	6612.95847352609	Asyl	978	6227.85250951389	Verfassung	781	3602.12167419309	Freiheit	855	3094.25644573462	Durchsetzung	556	2967.73445783102	Pressefreiheit	466	2908.90510117314	Wahrung	434	2447.2717387201	0.9488351481749712
Lamm	27	7.15	2.25	25	1.76	2.01	30	8.77	2.50	4	3	45766	Gott	2498	10673.9596131797	Schaf	702	4193.61525247454	Blut	797	3891.16412875872	Schwein	555	3088.12006968881	Löwe	407	2288.87268224076	Hochzeit	305	1432.40325699126	Wolf	262	1387.67994172517	Fisch	336	1355.64053938461	Hammel	101	811.099333336887	Pute	112	760.256866260796	0.957113446089774
Brust	23	6.61	1.97	24	5.75	2.27	17	8.59	2.00	5	4	257995	Bauch	2809	14261.7219258055	Meter	1438	4075.45946182004	Brust	760	2891.72801155709	Kopf	1086	2514.09579417209	Bein	717	2002.22283080361	Mutter	871	1834.98507841402	Frau	1293	1547.52381316468	Größe	471	924.198211690485	Kinn	194	884.646406933342	Lunge	203	715.887627042928	0.9463761077392139
Deponie	25	2.60	2.02	21	4.67	3.06	23	7.00	2.71	7	2	20715	Mehrheit	421	2082.07011918357	Abfall	254	1385.54383996679	Klasse	245	826.626567120743	Sanierung	153	722.256310616197	Betrieb	174	533.865011211878	Ablagerung	88	515.729887995024	Gelände	70	227.734474610505	Sicherung	58	210.702562912512	Bereich	114	182.613701594532	Deponie	30	157.640043412305	0.9493766541440248
Sohle	29	5.00	1.65	22	0.95	1.29	28	8.54	1.88	5	3	37999	Parkett	407	2699.09568228199	Schuh	423	1929.74685822221	Fuß	179	483.422343787224	Ferse	78	416.522954355245	Leder	78	298.117439852798	Wand	91	232.175349004123	Profil	71	211.099896165929	Sohle	44	200.14427110193	Scheitel	33	185.748385870092	Bügeleisen	26	141.150248968462	0.9271540342695594
Brötchen	23	7.17	2.12	30	2.57	2.40	23	9.35	2.14	8	3	83855	Brot	4595	29655.4931432975	Kaffee	1516	7460.6591077239	Bäcker	919	6264.36986614298	Kuchen	1082	5837.67298661039	Wurst	690	4010.20115426695	Frühstück	844	3937.43468556312	Würstchen	487	3038.23579008541	Getränk	671	2998.20081242293	Käse	476	2371.70048012099	Butter	440	2156.82978143972	0.9339654020766222
Vibration	29	5.48	1.35	26	6.46	2.69	24	6.54	3.08	9	4	33085	Stoß	298	1990.10736671095	Motor	266	978.196807323382	Ton	152	527.114451043423	Schlag	107	382.769076293371	Bewegung	133	340.311765551353	Staub	83	338.123394587117	Druck	120	308.211753829205	Körper	116	252.896395245127	Maschine	79	206.634274855157	Frequenz	54	193.366913127733	0.9509732378025204
Gemeinschaft	18	7.28	1.56	17	5.00	3.14	21	5.90	2.53	12	4	451913	Gott	4821	12002.8456041936	Kirche	3995	11091.4203227539	Mitglied	3494	8703.59205098688	Mensch	4151	4972.94294386206	Christ	1405	4550.59418047444	Staat	1530	3008.06480813551	Gemeinde	1377	2694.36441506066	Leben	2157	2581.46940772393	Glaube	1024	2519.08720275398	Gesellschaft	1377	2389.82675898597	0.9223927908761148
Streik	28	3.61	2.13	14	5.57	2.62	23	7.22	2.47	6	2	89927	Protest	721	3224.08642840164	Arbeiter	368	1462.64246113727	Gewalt	390	1138.97004961646	Besetzung	234	902.040863780104	Blockade	188	835.154633261121	Aufstand	178	770.66645236904	Woche	526	766.20339364359	Recht	267	502.96245885653	Tag	535	477.169468928914	Streik	106	394.350566966463	0.9652818462860442
Mönch	31	5.19	1.78	34	1.88	2.01	21	8.86	1.56	5	3	132301	Nonne	4490	37066.5868816114	Kloster	3004	17130.2839229011	Jungfrau	950	5641.47671216857	Priester	949	4687.93804485452	Leben	812	1282.76020461207	Ritter	198	727.403524186598	Orden	160	603.184255878346	Gesang	184	588.853525155145	Jahrhundert	334	568.972290510384	Gebet	163	538.859471634475	0.9111848924364632
Trend	24	5.13	1.62	19	3.74	2.64	18	3.67	3.11	5	1	412304	Entwicklung	5284	15379.3868120485	Mode	1995	8534.60664516845	Innovation	1124	4072.21332639716	Richtung	1594	2945.47522223879	Zeit	3119	2744.70199214118	Thema	1887	2206.99060929516	Technologie	724	1852.62653055304	Tendenz	553	1700.82904010546	Bereich	1283	1495.63502368012	Produkt	964	1428.5845947507	0.9322691418588445
Phantom	18	4.39	2.06	22	4.45	2.91	26	5.42	2.37	7	1	28493	Oper	3696	29719.843069155	Nacht	152	409.405310501204	Ruf	92	344.04239350517	Phantom	58	329.860027858872	Maske	39	144.406293558649	Gespenst	20	90.8331852316161	Rolle	56	88.3994084478682	Geist	42	80.5343091443437	Vampir	19	73.0458106262469	Alptraum	17	59.4713806881752	0.8827497475769306
Alm	21	6.14	1.82	29	2.62	2.98	26	8.46	2.27	3	3	11658	Hütte	295	1814.81778619581	Tal	125	629.728344119437	Wiese	104	487.39589571086	Wald	114	423.761624335901	Gipfel	63	302.238336669764	Berg	76	288.621673619799	Kuh	35	149.672507836455	See	36	103.734188420532	Bauernhof	22	96.2246506917094	Gletscher	18	83.6438199043267	0.9513876582820915
Zusatz	20	5.65	1.76	16	1.44	1.55	19	3.53	3.12	6	1	105793	Zucker	424	1791.2202299803	Wasser	526	1028.92520716791	Vitamin	234	942.844535470047	Änderung	209	451.204811092763	Name	324	445.730158983522	Salz	129	372.803890999626	Verfassung	111	306.5753389068	Verwendung	137	270.024681990086	Alkohol	111	267.075400416565	Säure	73	254.321906465327	0.9448644199142914
Festival	33	6.42	2.77	12	4.67	2.57	22	5.59	3.20	8	4	273027	Film	7782	28003.0136692285	Konzert	2597	10039.9361032361	Musik	2878	8476.32452331199	Rock	1745	7858.90601247312	Rahmen	2358	6667.35205769442	Festival	710	2450.55259501195	Theater	754	2291.36714572698	Sommer	711	1708.86744474552	Besucher	673	1401.93977739537	Veranstaltung	674	1183.9971751859	0.9490898154397938
Zimmer	25	6.00	1.83	25	2.20	2.77	23	7.87	3.08	6	3	751135	Wohnung	6066	20351.2318920605	Hotel	5230	16492.0638834906	Balkon	2335	9844.24862343553	Bad	2247	8551.32512498091	Küche	2557	7982.70475825277	Zimmer	2480	6983.20406327761	Dusche	1219	4843.30680156236	Bett	1548	4189.11000572169	Frühstück	1358	4112.29643436313	Ausstattung	1220	3676.66655181203	0.9265226597756921
Schanze	32	4.56	1.78	32	3.81	3.42	15	6.87	3.42	7	3	11852	Schanze	22	140.318027361871	Wall	20	125.239310407288	Bau	42	122.172616818814	Sprung	26	93.3923268994694	Meter	36	79.3568981531952	Richtung	38	64.0347521373768	Rest	19	40.3931805274013	Burg	13	36.7869589495804	Turm	11	28.1401358585592	Treppe	10	27.8576881176828	0.8935485526386879
Partner	26	9.00	1.41	24	6.08	2.87	17	7.59	2.09	7	4	992976	Kunde	10715	30158.8832742314	Freund	6278	14599.6373258236	Wirtschaft	2055	4291.95415567417	Netzwerk	1876	4280.47518294665	Industrie	1467	3712.5573827338	Kooperation	1617	3681.57043819752	Zusammenarbeit	1977	3555.13425571938	Projekt	2710	3531.20383137811	Unternehmen	2612	2676.57736496788	Stiftung	1092	2240.75566914412	0.9231648881303034
Reim	28	6.54	2.08	25	2.68	2.06	23	6.52	3.06	4	3	31573	Vers	443	2759.79554445936	Lied	572	2609.17010042281	Gedicht	393	1978.06010011959	Kathedrale	148	847.62134056473	Reim	114	693.26415106038	Spruch	134	543.891137148881	Strophe	67	338.391954487212	Geschichte	149	264.030287526626	Wort	120	194.188806976635	Rätsel	46	169.405554824102	0.9364271483092306
Bemühung	24	5.38	2.02	21	3.86	2.37	9	3.89	3.06	8	1	180844	Ergebnis	1573	5170.7504493078	Ziel	1310	3128.40300503449	Zentrum	577	1588.37475256216	Frucht	420	1391.88690510924	Resultat	372	1306.03728484202	Regierung	550	1286.74436265008	Rahmen	550	992.822053904424	Anstrengung	295	984.763502116623	Verbesserung	331	823.182631399636	Stadt	648	702.71803114711	0.9736011250780437
Ermäßigung	24	6.50	1.74	16	2.69	2.63	22	5.77	2.83	10	1	24650	Befreiung	238	1307.71467785903	Antrag	236	857.535882811827	Schüler	255	764.568026564201	Kind	360	681.363989310686	Student	165	611.27220990117	Anspruch	204	603.480093683741	Höhe	191	527.422346471344	Vergünstigung	73	424.239079067517	Ausweis	65	320.086395158726	Anfrage	91	297.77075181313	0.9040396364081627
Kosmetik	32	6.38	1.90	13	2.69	2.63	25	7.04	2.30	8	3	61097	Mode	1106	6106.18171173009	Schmuck	453	2420.93103606593	Bereich	899	2375.9807030961	Medikament	506	2032.62666815688	Kleidung	426	1843.87879287043	Arzneimittel	347	1691.12798774914	Medizin	396	1629.83138000371	Produkt	527	1428.64391321807	Doktor	538	1241.57815645571	Herstellung	250	927.179145684492	0.9382738017718932
Belastung	33	2.52	1.72	32	6.03	2.75	19	5.79	3.49	9	2	380967	Umwelt	1786	5855.86600620063	Arbeitsplatz	1337	3890.26873168537	Gelenk	707	2766.77025579403	Körper	1056	1919.74628988982	Schadstoff	445	1764.13296675419	Gefährdung	485	1762.8583230329	Anforderung	617	1140.38111082194	Risiko	632	1139.48159760273	Entlastung	340	1097.24475298967	Patient	733	1078.4413247426	0.9260017073290852
Politik	25	4.20	2.00	23	4.78	2.73	21	4.62	3.01	7	1	1163235	Wirtschaft	67709	366839.876207706	Verwaltung	19428	92265.158905764	Gesellschaft	22310	80056.7561069613	Wissenschaft	17829	78416.3622018182	Kultur	12520	44454.6030507522	Medium	11016	35614.6333905934	Vertreter	8120	28740.1922648391	Religion	7196	26312.792495456	Geschichte	7357	14562.0259552688	Sport	4485	13129.6790406504	0.9180435847110544
Technologie	23	6.22	1.57	22	4.00	2.89	16	4.06	2.72	11	1	440303	Wirtschaft	17714	88585.5124238895	Einsatz	6191	20123.5533958811	Innovation	4168	19872.699210483	Forschung	4639	17928.3162224992	Wissenschaft	3938	15011.4380478594	Entwicklung	4857	12923.0645462674	Institut	3374	11767.42717982	Produkt	3749	10026.7052936114	Verkehr	1975	7098.11497052059	Anwendung	2337	6692.08431470676	0.9194111145510744
Friedhof	22	3.41	2.68	37	5.08	2.73	22	8.91	2.27	8	2	172708	Kirche	1327	3522.55102825107	Grab	608	2492.46772206106	Friedhof	530	2151.20296013837	Geschichte	888	1578.42534918163	Erweiterung	312	955.473840973884	Stadt	732	895.224498915354	Park	308	874.480830489436	Lage	418	756.200778961914	Weg	638	743.461926927391	Richtung	483	713.404983825841	0.9722230838681373
Kamm	18	5.67	1.75	26	0.92	1.38	15	9.33	2.06	4	3	39012	Bürste	492	3844.11396910205	Haar	185	589.96899248702	Zahnbürste	81	458.177045037741	Berg	122	376.23205646845	Hügel	75	291.32664102356	Hahn	55	234.563260696414	Welle	74	224.686639977508	Spiegel	58	177.055675264616	Seife	40	176.069761321727	Gipfel	43	138.822374558022	0.9206768676666577
Rätsel	26	5.92	1.98	20	5.35	2.54	23	6.17	3.01	6	4	164347	Lösung	10654	55299.4793330958	Rätsel	874	4489.03045634309	Auflösung	816	3359.20527104517	Geheimnis	435	1638.11704829216	Spiel	743	1167.86871234685	Aufgabe	484	936.34472527866	Welt	487	580.371682280875	Geschichte	353	403.676371171953	Witz	128	358.687343183547	Leben	425	357.543501877198	0.8264263715480549
Ärger	31	2.26	2.11	21	6.90	2.55	25	6.16	3.21	5	2	157413	Luft	2353	9369.55414373736	Angst	1118	3357.32513988187	Enttäuschung	546	2521.42226623106	Zorn	502	2452.87243702676	Streit	600	2310.90173578241	Verdruss	253	1719.31402074155	Frustration	305	1688.68945306466	Freude	586	1587.41630689955	Kummer	270	1309.96081332791	Hass	302	1167.87658733649	0.9688644447766623
Forderung	17	4.29	1.69	20	5.50	2.46	28	4.36	2.68	9	2	573461	Durchsetzung	1580	7518.4066562848	Erfüllung	1534	5832.94717731288	Verbindlichkeit	1198	5706.67465855025	Abschaffung	1114	4788.21733471235	Höhe	2121	4256.5271630523	Wunsch	1565	3210.26031957915	Vorschlag	795	1515.1642629791	Erwartung	634	1476.36708138909	Sicherung	557	1475.10237253765	Lieferung	550	1408.25768875309	0.9320137428575743
